clientId,educationalInstitutionId,clientName,trailId,trailName,trailDescription,trailThreadId,trailThreadName,sectorId,sectorName,sectorDescription,sectorItemId,sectorItemName,materialFile,examId
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1527,Ebook Marcos Legais Novo Ensino Médio,89601,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1528,Ebook Módulo 01 - Carga Horária do Novo Ensino Médio,89602,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1529,Autoavaliação e Call to action Módulo 01,89603,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1971,Atividade Módulo 01 Novo Ensino Médio,,992935
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,1984,Atividade Orientações prévias,91443,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,2125,Pesquisa de satisfação módulo Novo Ensino Médio: Conceitos e Estrutura,92098,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,837,Módulo 01,Novo Ensino Médio: Conceitos e Estrutura,2126,Informações importantes para certificação,92101,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1531,Aula 01 Objetivo dos Itinerários Formativos,89739,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1532,Aula 02 Protagonismo dos Estudantes no  Novo Ensino Médio,89740,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1533,"Aula 03 Parte diversificada - Ciclo comum, eletivas e trilhas formativas",89741,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1534,Ebook Módulo 02 - O que esperar dos estudantes,89608,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1535,Autoavaliação e Call to action Módulo 02,89609,
10307,11860,SAS - Focos,254,Novo Ensino Médio para Gestores,Novo Ensino Médio para Gestores,196,FOCOS Cursos,838,Módulo 02,Itinerários Formativos: Visão Geral,1980,Atividade Módulo 02 Novo Ensino Médio,,993105
